1	12.715844531141489	1	2
2	33.148537939118356	1	4
3	6.851442229727721	1	7
4	14.921535651256088	1	8
5	12.715844531141489	2	1
6	3.540446629903337	2	3
7	3.540446629903337	3	2
8	29.16365506814492	3	8
9	45.34521391689945	3	10
10	33.148537939118356	4	1
11	15.536083397995322	4	5
12	23.09402075971508	4	12
13	15.536083397995322	5	4
14	17.30947209867877	5	9
15	43.75919546667139	6	9
16	25.392475019485943	6	15
17	6.851442229727721	7	1
18	18.187219987745276	7	12
19	5.685679557802509	7	14
20	22.46445931077474	7	16
21	14.921535651256088	8	1
22	29.16365506814492	8	3
23	42.89297761488013	8	10
24	6.310823528287723	8	16
25	17.30947209867877	9	5
26	43.75919546667139	9	6
27	24.952230247401303	9	20
28	45.34521391689945	10	3
29	42.89297761488013	10	8
30	9.570539384563334	10	19
31	14.55137724053148	11	15
32	7.616907788782805	11	17
33	23.09402075971508	12	4
34	18.187219987745276	12	7
35	12.285614510045821	12	14
36	36.38752297771255	13	24
37	34.52504291322052	13	27
38	5.685679557802509	14	7
39	12.285614510045821	14	12
40	10.529037069581449	14	18
41	25.392475019485943	15	6
42	14.55137724053148	15	11
43	20.336073230735103	15	21
44	22.46445931077474	16	7
45	6.310823528287723	16	8
46	7.616907788782805	17	11
47	12.85877809372656	17	23
48	10.529037069581449	18	14
49	20.852881594779507	18	20
50	53.66711376230338	18	32
51	9.570539384563334	19	10
52	19.66622497172681	19	24
53	24.952230247401303	20	9
54	20.852881594779507	20	18
55	55.33536024601014	20	21
56	28.074889342932963	20	25
57	20.336073230735103	21	15
58	55.33536024601014	21	20
59	28.03006088922669	21	22
60	29.20997757958911	21	23
61	22.710584755764643	21	26
62	28.03006088922669	22	21
63	16.312622218360257	22	25
64	33.51996257322877	22	30
65	12.85877809372656	23	17
66	29.20997757958911	23	21
67	17.888331031186244	23	26
68	7.011436419046964	23	28
69	36.38752297771255	24	13
70	19.66622497172681	24	19
71	33.82412271914208	24	27
72	28.074889342932963	25	20
73	16.312622218360257	25	22
74	22.577548119321715	25	29
75	42.70703397648615	25	32
76	34.00187749831307	25	33
77	22.710584755764643	26	21
78	17.888331031186244	26	23
79	32.64470579914666	26	30
80	17.32265818956189	26	34
81	34.52504291322052	27	13
82	33.82412271914208	27	24
