1	13	7.26	6.91
2	12	7.37	6.76
3	13	7.45	6.69
4	18	7.4	6.55
5	41	7.12	6.45
6	19	7.61	6.75
7	61	7.52	6.52
8	24	7.29	6.46
9	13	7.25	5.36
10	14	6.81	4.93
11	13	5.27	6.19
12	12	6.23	7.57
13	12	8.64	6.12
14	11	9.09	6.26
15	11	7.83	4.53
16	12	7.86	4.46
17	13	6.83	4.36
18	45	6.8	4.12
19	13	9.56	3.98
20	10	9.7	3.81
21	100	8.61	3.68
22	14	8.74	3.61
23	11	8.39	3.52
24	11	8.51	3.53
25	10	9.02	3.23
26	11	7.34	2.75
27	67	6.21	3.34
28	21	7.01	1.77
29	18	5.44	1.53
30	14	6.4	0.29
31	11	6.83	0.28
32	16	6.96	0.01
33	16	3.69	8.83
34	18	3.68	7.29
35	13	3.5	5.74
36	13	3.26	5.61
37	12	4.72	5.27
38	36	0.15	5.53
39	0	3.75	7.86
40	0	4.08	7.63
41	0	4.02	7.34
42	0	4.86	7.66
43	0	4.83	7.33
44	0	4.92	8.81
45	0	4.93	8.09
46	0	5.62	7.82
47	0	5.75	7.37
48	0	5.63	7.25
49	0	5.3	6.88
50	0	4.88	6.85
51	0	2	4.88
52	0	2.44	5.21
53	0	2.88	4.73
54	0	6.47	5.97
55	0	5.87	5.56
56	0	5.88	6.13
57	0	5.59	5.53
58	0	5.26	5.94
59	0	5.13	5.54
60	0	5.19	5.07
61	0	5.54	4.97
62	0	4.61	4.72
63	0	4.59	4.43
64	0	5.24	4.39
65	0	5.72	4.56
66	0	5.9	4.11
67	0	6.28	4.14
68	0	6.48	4.87
69	0	6.18	5.24
70	0	5.2	3.16
71	0	5.19	2.88
72	0	5.21	2.49
73	0	6.48	2.27
74	0	6.77	2.4
75	0	6.97	2.04
76	0	7.15	2.34
77	0	7.06	2.63
78	0	7.16	3.04
79	0	7.04	3.44
80	0	7.38	3.36
81	0	7.42	4.03
82	0	7.41	4.59
83	0	7.68	4.73
84	0	8.26	5.43
85	0	6.49	6.91
86	0	5.71	6.85
87	0	6.5	6.58
88	0	5.89	6.49
89	0	5.62	6.44
90	0	5.14	6.5
91	0	4.4	6.46
92	0	4.04	6.9
93	0	3.69	6.87
94	0	3.59	6.46
95	0	4.41	3.29
96	0	3.2	4.01
97	0	2.36	4.23
98	0	8.93	4.55
99	0	9.32	4.63
100	0	9.04	4.82
101	0	9.1	5.17
102	0	8.74	5.6
103	0	8.39	5.58
104	0	9.07	5.94
105	0	9.3	5.71
106	0	9.69	4.8
107	0	9.48	5.73
108	0	9.42	5.96
109	0	8.07	6.85
110	0	7.85	7.29
111	0	7.65	7.36
112	0	8.45	7.39
113	0	8.9	6.92
114	0	3.41	4.94
115	0	4.44	3.62
116	0	8.02	5.51
117	0	8.06	5.29
118	0	8.47	4.56
119	0	3.93	6.02
120	0	5.25	4.77
121	0	6.48	5.31
122	0	8.52	6.44
123	0	5.56	6.14
124	0	7.06	4.91
